id_client,date_inscription,segment,ville,age
C02210,2022-01-13,Particulier,Paris,17.0
C02211,2022-11-17,Professionnel,Nantes,
C02212,2020-05-21,Professionnel,lille,35.0
C02213,2021-05-30,Particulier,Strasbourg,52.0
C02214,2024-04-18,Particulier,LYON,56.0
C02215,2020-10-28,Professionnel,Nantes,39.0
C02216,2022-12-08,Particulier,Marseille,40.0
C02217,2021-03-12,Particulier,NANTES,33.0
C02218,2019-08-03,Particulier,Nantes,44.0
C02219,2021-06-26,Particulier,Marseille,32.0
C02220,2023-08-07,Particulier,Nantes,39.0
C02221,2023-05-09,Professionnel,bordeaux,68.0
C02222,2023-08-11,Particulier,Nantes,33.0
C02223,2022-10-31,Particulier,Nantes,82.0
C02224,2021-07-17,Particulier,nantes,35.0
C02225,2022-10-02,Professionnel,PARIS,47.0
C02226,2020-06-06,Association,Strasbourg,21.0
C02227,2019-03-14,Professionnel,Paris,44.0
C02228,2024-03-11,Particulier,BORDEAUX,26.0
C02229,2023-01-14,Professionnel,MARSEILLE,
C02230,2020-08-19,Particulier,Toulouse,
C02231,2019-06-07,Professionnel,Lyon,9.0
C02232,2019-10-27,Association,Nantes,63.0
C02233,2020-01-01,Particulier,Lille,29.0
C02234,2020-12-18,Professionnel,Marseille,31.0
C02235,2021-09-27,Association,bordeaux,57.0
C02236,2023-07-16,Particulier,Strasbourg,24.0
C02237,2019-11-04,Particulier,Bordeaux,14.0
C02238,2023-12-06,Professionnel,Strasbourg,60.0
C02239,2023-06-21,Association,Strasbourg,37.0
C02240,2021-02-27,Association,Nantes,60.0
C02241,2019-06-08,Particulier,toulouse,35.0
C02242,2019-01-10,Particulier,  Lyon ,48.0
C02243,2023-04-15,Particulier,nantes,8.0
C02244,2020-09-03,Particulier,paris,24.0
C02245,2019-06-23,Professionnel,lyon,43.0
C02246,2022-04-09,Particulier,Bordeaux,37.0
C02247,2023-10-29,Particulier,Marseille,33.0
C02248,2022-05-12,Particulier,NANTES,33.0
C02249,2023-06-17,Professionnel,Strasbourg,40.0
C02250,2019-07-29,Particulier,lille,40.0
C02251,2020-07-17,Professionnel,Strasbourg,37.0
C02252,2023-06-17,Professionnel,Lyon,74.0
C02253,2021-03-01,Particulier,Bordeaux,45.0
C02254,2021-11-15,Professionnel,Lille,37.0
C02255,2023-06-18,Association,Paris,
C02256,2021-06-07,Professionnel,Lille,35.0
C02257,2021-03-09,Association,Lille,35.0
C02258,2024-03-04,Professionnel,Toulouse,29.0
C02259,2020-06-18,Particulier,Strasbourg,48.0
C02260,2020-11-09,Particulier,Paris,23.0
C02261,2022-08-21,Association,Lyon,46.0
C02262,2020-07-10,Particulier,Strasbourg,
C02263,2021-04-03,Professionnel,Paris,32.0
C02264,2022-03-21,Particulier,Lyon,47.0
C02265,2019-07-22,Particulier,STRASBOURG,53.0
C02266,2023-03-08,Particulier,Bordeaux,40.0
C02267,2022-08-03,Particulier,  Nantes ,55.0
C02268,2021-04-06,Particulier,Paris,44.0
C02269,2023-11-29,Professionnel,Lyon,25.0
C02270,2022-03-28,Professionnel,Paris,38.0
C02271,2021-07-01,Particulier,Marseille,38.0
C02272,2021-09-11,Association,Paris,-1.0
C02273,2019-02-18,Particulier,Paris,48.0
C02274,2024-02-06,Professionnel,Lille,
C02275,2020-08-16,Professionnel,Lyon,43.0
C02276,2023-02-11,Association,Lille,
C02277,2019-01-22,Professionnel,Strasbourg,36.0
C02278,2022-11-20,Professionnel,Strasbourg,30.0
C02279,2020-01-06,Professionnel,Strasbourg,54.0
C02280,2019-11-10,Particulier,Marseille,40.0
C02281,2020-06-08,Association,Lyon,47.0
C02282,2020-03-30,Particulier,Strasbourg,52.0
C02283,2023-02-14,Particulier,  Lille ,
C02284,2024-06-01,Professionnel,Nantes,23.0
C02285,2022-07-20,Professionnel,lyon,34.0
C02286,2024-02-23,Particulier,Strasbourg,31.0
C02287,2019-10-15,Particulier,LYON,38.0
C02288,2024-06-03,Particulier,Toulouse,55.0
C02289,2023-07-25,Professionnel,Paris,50.0
C02290,2020-02-03,Professionnel,Toulouse,8.0
C02291,2020-03-27,Professionnel,LYON,38.0
C02292,2023-08-07,Particulier,Strasbourg,32.0
C02293,2022-07-26,Particulier,Bordeaux,70.0
C02294,2019-09-11,Professionnel,Strasbourg,19.0
C02295,2020-04-20,Particulier,Strasbourg,41.0
C02296,2022-03-03,Association,strasbourg,34.0
C02297,2019-03-23,Particulier,Nantes,31.0
C02298,2022-05-02,Association,Lyon,45.0
C02299,2019-02-03,Professionnel,Lille,39.0
C02300,2021-04-18,Particulier,PARIS,39.0
C02301,2020-09-21,Particulier,  Bordeaux ,41.0
C02302,2020-07-20,Professionnel,Marseille,62.0
C02303,2024-01-20,Particulier,marseille,35.0
C02304,2019-07-05,Professionnel,Strasbourg,49.0
C02305,2021-11-05,Association,Bordeaux,20.0
C02306,2023-10-09,Professionnel,  Marseille ,28.0
C02307,2022-09-25,Particulier,Lyon,30.0
C02308,2020-03-20,Association,Marseille,37.0
C02309,2022-01-07,Association,lille,39.0
C02310,2024-04-13,Professionnel,Toulouse,
C02311,2020-01-23,Particulier,Nantes,41.0
C02312,2022-02-17,Professionnel,Lyon,40.0
C02313,2024-04-06,Professionnel,Bordeaux,36.0
C02314,2021-03-09,Particulier,Bordeaux,45.0
C02315,2021-09-20,Professionnel,Strasbourg,34.0
C02316,2023-08-28,Particulier,Strasbourg,999.0
C02317,2019-10-27,Professionnel,Paris,37.0
C02318,2021-06-14,Association,LILLE,16.0
C02319,2023-08-23,Particulier,Lyon,38.0
C02320,2021-01-11,Professionnel,Strasbourg,42.0
C02321,2020-07-31,Association,Lille,56.0
C02322,2022-08-28,Professionnel,toulouse,30.0
C02323,2022-12-28,Association,Bordeaux,50.0
C02324,2023-06-12,Association,Toulouse,53.0
C02325,2019-08-04,Association,  Marseille ,42.0
C02326,2022-10-28,Particulier,Toulouse,43.0
C02327,2019-10-27,Particulier,lyon,39.0
C02328,2022-04-30,Association,MARSEILLE,34.0
C02329,2020-10-05,Professionnel,Strasbourg,14.0
C02330,2019-04-29,Particulier,Strasbourg,28.0
C02331,2019-02-25,Association,strasbourg,45.0
C02332,2019-05-27,Particulier,TOULOUSE,36.0
C02333,2019-09-17,Particulier,Lille,57.0
C02334,2022-10-07,Professionnel,Paris,28.0
C02335,2021-10-06,Particulier,LYON,45.0
C02336,2024-02-23,Association,Lille,49.0
C02337,2024-05-11,Particulier,Nantes,50.0
C02338,2021-09-02,Particulier,Toulouse,29.0
C02339,2023-11-27,Particulier,Lyon,49.0
C02340,2023-02-04,Professionnel,Toulouse,56.0
C02341,2019-05-10,Professionnel,Strasbourg,40.0
C02342,2019-07-31,Professionnel,Bordeaux,35.0
C02343,2019-05-16,Particulier,  Lyon ,54.0
C02344,2024-03-13,Particulier,STRASBOURG,24.0
C02345,2023-05-05,Particulier,Lille,
C02346,2019-01-05,Particulier,Strasbourg,38.0
C02347,2024-02-23,Particulier,Marseille,40.0
C02348,2019-08-27,Particulier,Toulouse,9.0
C02349,2019-07-20,Association,Nantes,50.0
C02350,2019-03-04,Particulier,marseille,34.0
C02351,2020-12-20,Association,Marseille,23.0
C02352,2021-05-07,Association,Toulouse,34.0
C02353,2023-04-05,Association,Paris,21.0
C02354,2022-10-30,Particulier,Toulouse,32.0
C02355,2020-08-20,Particulier,Bordeaux,24.0
C02356,2022-03-15,Particulier,Nantes,27.0
C02357,2021-01-09,Particulier,Lyon,60.0
C02358,2019-11-24,Particulier,Lille,53.0
C02359,2022-01-08,Professionnel,Bordeaux,40.0
C02360,2019-10-09,Particulier,NANTES,46.0
C02361,2021-03-30,Association,Paris,55.0
C02362,2021-11-16,Professionnel,Bordeaux,18.0
C02363,2021-04-09,Association,toulouse,38.0
C02364,2023-12-08,Particulier,Nantes,50.0
C02365,2023-11-27,Association,LILLE,40.0
C02366,2020-10-30,Particulier,Bordeaux,32.0
C02367,2020-06-29,Particulier,Paris,39.0
C02368,2022-02-26,Particulier,Bordeaux,
C02369,2021-02-15,Particulier,Nantes,44.0
C02370,2019-08-05,Association,marseille,39.0
C02371,2019-09-25,Association,Marseille,27.0
C02372,2022-02-05,Particulier,Bordeaux,63.0
C02373,2019-05-24,Professionnel,NANTES,55.0
C02374,2021-12-30,Professionnel,Nantes,27.0
C02375,2021-05-11,Professionnel,toulouse,18.0
C02376,2023-07-27,Professionnel,Bordeaux,36.0
C02377,2020-08-21,Professionnel,Strasbourg,29.0
C02378,2022-10-03,Particulier,Strasbourg,48.0
C02379,2020-08-22,Particulier,Bordeaux,46.0
C02380,2023-09-10,Particulier,STRASBOURG,47.0
C02381,2019-01-31,Association,Marseille,29.0
C02382,2020-11-16,Particulier,Lyon,48.0
C02383,2022-02-03,Association,Bordeaux,42.0
C02384,2019-02-20,Particulier,Lyon,42.0
C02385,2022-07-25,Professionnel,Strasbourg,35.0
C02386,2024-02-19,Particulier,Lille,25.0
C02387,2019-01-19,Particulier,Lyon,60.0
C02388,2019-02-14,Particulier,Toulouse,26.0
C02389,2022-04-01,Particulier,lille,32.0
C02390,2020-01-31,Professionnel,Bordeaux,38.0
C02391,2021-12-21,Professionnel,Paris,
C02392,2022-08-04,Professionnel,Lille,
C02393,2022-03-01,Professionnel,Nantes,41.0
C02394,2021-11-10,Professionnel,Nantes,36.0
C02395,2023-06-08,Particulier,MARSEILLE,46.0
C02396,2020-04-08,Professionnel,Lille,37.0
C02397,2023-06-03,Professionnel,TOULOUSE,50.0
C02398,2023-07-12,Professionnel,Bordeaux,36.0
C02399,2021-10-24,Association,BORDEAUX,51.0
C02400,2022-11-18,Particulier,Paris,47.0
C02401,2019-01-08,Association,Lyon,35.0
C02402,2019-11-16,Particulier,Paris,40.0
C02403,2024-01-13,Particulier,Strasbourg,35.0
C02404,2022-04-12,Particulier,  Strasbourg ,
C02405,2022-04-17,Particulier,Nantes,22.0
C02406,2020-07-30,Particulier,Marseille,24.0
C02407,2022-02-18,Particulier,Bordeaux,30.0
C02408,2019-11-22,Association,LYON,9.0
C02409,2020-05-02,Particulier,Bordeaux,50.0
C02410,2019-09-30,Particulier,Marseille,33.0
C02411,2024-03-18,Professionnel,  Toulouse ,38.0
C02412,2019-03-18,Association,Lille,25.0
C02413,2022-06-22,Particulier,LYON,62.0
C02414,2019-08-13,Particulier,nantes,39.0
C02415,2020-07-28,Particulier,Marseille,999.0
C02416,2021-10-05,Association,Bordeaux,17.0
C02417,2023-01-17,Professionnel,Nantes,44.0
C02418,2023-05-18,Professionnel,Marseille,36.0
C02419,2020-12-01,Professionnel,Nantes,31.0
C02420,2023-10-16,Association,  Strasbourg ,64.0
C02421,2019-12-13,Particulier,Marseille,30.0
C02422,2023-12-02,Association,Nantes,44.0
C02423,2020-12-01,Professionnel,Lille,34.0
C02424,2021-03-11,Particulier,Bordeaux,34.0
C02425,2022-06-23,Particulier,Strasbourg,38.0
C02426,2022-03-14,Particulier,Lille,41.0
C02427,2021-11-26,Association,Marseille,39.0
C02428,2021-05-25,Professionnel,Lyon,45.0
C02429,2022-03-11,Particulier,Lille,46.0
C02430,2019-06-03,Particulier,Lyon,38.0
C02431,2022-08-10,Particulier,Toulouse,35.0
C02432,2019-04-12,Particulier,Toulouse,51.0
C02433,2022-07-12,Particulier,marseille,35.0
C02434,2019-11-21,Particulier,Toulouse,42.0
C02435,2023-09-18,Particulier,LYON,39.0
C02436,2022-02-16,Particulier,toulouse,29.0
C02437,2019-06-21,Association,Nantes,53.0
C02438,2022-09-21,Professionnel,NANTES,44.0
C02439,2022-05-26,Association,Marseille,
C02440,2021-10-14,Particulier,LYON,42.0
C02441,2021-07-12,Particulier,Bordeaux,42.0
C02442,2021-02-23,Particulier,NANTES,45.0
C02443,2021-10-26,Association,BORDEAUX,26.0
C02444,2020-10-04,Association,Lyon,58.0
C02445,2021-04-11,Particulier,Lille,
C02446,2024-03-12,Association,BORDEAUX,23.0
C02447,2020-08-23,Particulier,strasbourg,34.0
C02448,2022-02-01,Association,  Paris ,45.0
C02449,2024-01-23,Association,Lille,26.0
C02450,2022-08-06,Particulier,Lille,23.0
C02451,2020-05-01,Association,LILLE,48.0
C02452,2024-05-24,Particulier,bordeaux,48.0
C02453,2019-03-13,Professionnel,Lyon,44.0
C02454,2022-10-19,Particulier,Nantes,43.0
C02455,2020-09-08,Association,  Lyon ,41.0
C02456,2023-04-12,Professionnel,LILLE,55.0
C02457,2023-04-17,Professionnel,Marseille,39.0
C02458,2019-03-12,Particulier,Nantes,44.0
C02459,2021-07-21,Particulier,toulouse,49.0
C02460,2020-07-06,Particulier,lille,67.0
C02461,2020-11-13,Particulier,Bordeaux,41.0
C02462,2019-03-19,Professionnel,Bordeaux,26.0
C02463,2021-07-26,Particulier,Paris,21.0
C02464,2019-01-08,Professionnel,lille,36.0
C02465,2019-07-02,Professionnel,PARIS,53.0
C02466,2021-09-12,Association,Marseille,42.0
C02467,2021-06-01,Association,Nantes,29.0
C02468,2019-09-09,Association,paris,36.0
C02469,2022-03-27,Particulier,Marseille,
C02470,2020-07-02,Professionnel,Paris,44.0
C02471,2023-04-20,Professionnel,BORDEAUX,33.0
C02472,2019-12-07,Professionnel,Nantes,44.0
C02473,2022-10-25,Professionnel,Nantes,37.0
C02474,2021-12-26,Professionnel,Toulouse,34.0
C02475,2020-02-18,Professionnel,nantes,64.0
C02476,2020-06-23,Particulier,Lyon,53.0
C02477,2023-12-30,Professionnel,LYON,36.0
C02478,2022-08-24,Association,Lyon,54.0
C02479,2024-01-12,Association,Lille,43.0
C02480,2019-07-25,Particulier,Strasbourg,41.0
C02481,2019-06-12,Professionnel,strasbourg,27.0
C02482,2023-05-16,Particulier,lyon,16.0
C02483,2021-03-13,Particulier,Toulouse,41.0
C02484,2022-12-24,Particulier,Lille,44.0
C02485,2021-04-30,Particulier,Lyon,39.0
C02486,2023-09-07,Particulier,Lyon,50.0
C02487,2021-01-22,Professionnel,Marseille,30.0
C02488,2019-09-29,Particulier,marseille,38.0
C02489,2023-01-17,Particulier,lille,42.0
C02490,2022-01-04,Professionnel,Lyon,33.0
C02491,2024-01-29,Association,Paris,26.0
C02492,2022-03-18,Particulier,Marseille,28.0
C02493,2021-11-10,Association,Strasbourg,34.0
C02494,2023-11-28,Particulier,Nantes,39.0
C02495,2023-02-14,Professionnel,Lille,41.0
C02496,2022-12-13,Professionnel,paris,51.0
C02497,2019-02-02,Particulier,Strasbourg,33.0
C02498,2022-02-10,Association,BORDEAUX,43.0
C02499,2020-07-15,Professionnel,lille,54.0
C02500,2019-12-25,Particulier,paris,49.0
C02501,2020-10-20,Professionnel,Lyon,52.0
C02502,2022-03-28,Professionnel,Lyon,47.0
C02503,2020-01-20,Particulier,toulouse,48.0
C02504,2021-12-30,Professionnel,Lille,60.0
C02505,2024-04-12,Particulier,lyon,25.0
C02506,2021-02-13,Association,Toulouse,49.0
C02507,2021-10-09,Particulier,TOULOUSE,44.0
C02508,2021-03-18,Particulier,Lille,7.0
C02509,2019-03-20,Professionnel,NANTES,35.0
C02510,2023-10-26,Particulier,strasbourg,24.0
C02511,2019-10-20,Professionnel,Nantes,39.0
C02512,2019-02-19,Particulier,paris,
C02513,2020-06-15,Professionnel,Lille,42.0
C02514,2023-04-17,Particulier,Marseille,70.0
C02515,2020-02-02,Particulier,NANTES,33.0
C02516,2020-08-28,Association,bordeaux,37.0
C02517,2021-04-18,Association,Marseille,51.0
C02518,2024-03-10,Professionnel,Marseille,56.0
C02519,2023-10-04,Particulier,lyon,25.0
C02520,2021-09-28,Particulier,Marseille,34.0
C02521,2024-04-24,Particulier,Bordeaux,34.0
C02522,2023-10-02,Association,Lyon,56.0
C02523,2020-07-05,Particulier,Nantes,57.0
C02524,2021-07-28,Particulier,Bordeaux,
C02525,2022-11-10,Particulier,Nantes,46.0
C02526,2019-10-10,Professionnel,Paris,58.0
C02527,2024-02-25,Particulier,STRASBOURG,25.0
C02528,2024-02-11,Professionnel,MARSEILLE,44.0
C02529,2020-06-12,Professionnel,Lyon,29.0
C02530,2019-04-17,Association,Strasbourg,48.0
C02531,2020-04-05,Particulier,Nantes,
C02532,2024-04-23,Professionnel,Lyon,59.0
C02533,2023-03-22,Professionnel,LILLE,12.0
C02534,2020-05-02,Association,Lille,
C02535,2022-07-20,Particulier,lille,41.0
C02536,2020-09-30,Professionnel,Lille,59.0
C02537,2023-09-09,Particulier,Strasbourg,32.0
C02538,2020-08-19,Professionnel,LYON,42.0
C02539,2022-12-13,Professionnel,Paris,35.0
C02540,2022-02-13,Particulier,Toulouse,19.0
C02541,2024-05-05,Professionnel,  Nantes ,26.0
C02542,2019-03-05,Particulier,Paris,46.0
C02543,2023-07-17,Particulier,Lille,36.0
C02544,2024-02-10,Particulier,Toulouse,23.0
C02545,2023-04-30,Professionnel,Toulouse,60.0
C02546,2021-09-04,Particulier,PARIS,58.0
C02547,2023-06-19,Particulier,Paris,46.0
C02548,2019-03-06,Professionnel,Nantes,38.0
C02549,2019-05-06,Particulier,Lille,62.0
C02550,2022-07-25,Particulier,Lyon,47.0
C02551,2021-11-03,Particulier,Lille,
C02552,2021-08-29,Professionnel,Lille,39.0
C02553,2019-03-01,Professionnel,NANTES,21.0
C02554,2020-11-03,Professionnel,Marseille,39.0
C02555,2020-09-21,Particulier,  Strasbourg ,43.0
C02556,2022-01-26,Association,MARSEILLE,19.0
C02557,2020-03-06,Particulier,Marseille,59.0
C02558,2020-09-07,Particulier,  Paris ,
C02559,2021-06-22,Association,Paris,15.0
C02560,2022-03-08,Particulier,Lille,57.0
C02561,2021-01-03,Association,Strasbourg,9.0
C02562,2019-03-08,Particulier,Lyon,999.0
C02563,2021-09-11,Particulier,Toulouse,66.0
C02564,2022-04-21,Particulier,Marseille,35.0
C02565,2019-10-10,Particulier,marseille,46.0
C02566,2022-08-20,Particulier,Nantes,40.0
C02567,2020-12-01,Professionnel,Nantes,34.0
C02568,2020-11-02,Professionnel,Strasbourg,16.0
C02569,2023-11-28,Particulier,LILLE,27.0
C02570,2020-06-16,Professionnel,Bordeaux,30.0
C02571,2024-01-25,Professionnel,Toulouse,43.0
C02572,2020-03-21,Particulier,Strasbourg,64.0
C02573,2019-08-22,Particulier,Lyon,63.0
C02574,2020-09-20,Association,Lille,24.0
C02575,2022-02-21,Professionnel,Bordeaux,57.0
C02576,2021-06-17,Particulier,Bordeaux,29.0
C02577,2019-01-24,Particulier,Toulouse,22.0
C02578,2021-05-17,Particulier,paris,53.0
C02579,2024-06-14,Professionnel,Toulouse,16.0
C02580,2024-04-04,Professionnel,Lyon,47.0
C02581,2021-08-03,Association,  Toulouse ,48.0
C02582,2020-07-17,Particulier,LILLE,48.0
C02583,2019-02-28,Particulier,Nantes,45.0
C02584,2022-10-22,Particulier,Lille,34.0
C02585,2024-02-28,Particulier,Lille,52.0
C02586,2020-03-31,Particulier,NANTES,61.0
C02587,2021-07-14,Particulier,Nantes,58.0
C02588,2019-08-14,Particulier,Lyon,40.0
C02589,2020-01-21,Association,Marseille,29.0
C02590,2021-07-12,Particulier,nantes,35.0
C02591,2019-04-04,Particulier,Paris,53.0
C02592,2022-03-02,Particulier,Strasbourg,19.0
C02593,2021-05-11,Particulier,lille,54.0
C02594,2019-12-09,Particulier,MARSEILLE,45.0
C02595,2021-03-14,Association,Nantes,65.0
C02596,2021-09-17,Professionnel,PARIS,
C02597,2022-06-02,Particulier,Toulouse,23.0
C02598,2023-02-16,Particulier,Lyon,62.0
C02599,2021-02-07,Professionnel,Strasbourg,14.0
C02600,2020-08-08,Association,  Paris ,12.0
C02601,2020-03-13,Particulier,Bordeaux,57.0
C02602,2020-08-10,Professionnel,marseille,26.0
C02603,2023-01-31,Particulier,Lille,35.0
C02604,2023-08-14,Association,Toulouse,19.0
C02605,2020-04-18,Professionnel,Nantes,42.0
C02606,2019-09-27,Particulier,NANTES,26.0
C02607,2023-11-21,Association,Paris,47.0
C02608,2019-11-21,Particulier,Nantes,0.0
C02609,2019-01-11,Professionnel,STRASBOURG,49.0
C02610,2024-06-17,Particulier,Strasbourg,41.0
C02611,2024-02-02,Particulier,Toulouse,46.0
C02612,2023-12-24,Professionnel,  Toulouse ,55.0
C02613,2020-03-15,Professionnel,Paris,31.0
C02614,2020-08-13,Association,PARIS,41.0
C02615,2024-04-10,Particulier,Lille,56.0
C02616,2020-12-29,Particulier,Strasbourg,58.0
C02617,2019-01-22,Particulier,Bordeaux,48.0
C02618,2023-07-09,Particulier,Marseille,42.0
C02619,2020-06-24,Particulier,Lyon,85.0
C02620,2019-08-15,Professionnel,Lille,36.0
C02621,2019-12-11,Professionnel,Nantes,46.0
C02622,2023-12-20,Particulier,LILLE,39.0
C02623,2024-01-27,Association,Toulouse,57.0
C02624,2019-04-01,Professionnel,PARIS,52.0
C02625,2024-05-19,Association,Toulouse,19.0
C02626,2021-08-10,Particulier,Lille,47.0
C02627,2022-04-25,Association,Lyon,35.0
C02628,2019-06-09,Association,Lyon,32.0
C02629,2019-06-18,Particulier,lille,37.0
C02630,2019-07-22,Professionnel,Toulouse,33.0
C02631,2020-08-08,Professionnel,Strasbourg,
C02632,2022-02-13,Particulier,Toulouse,17.0
C02633,2022-01-29,Association,Paris,37.0
C02634,2020-03-29,Professionnel,  Toulouse ,59.0
C02635,2023-03-29,Particulier,Bordeaux,43.0
C02636,2020-11-04,Association,TOULOUSE,23.0
C02637,2019-10-14,Particulier,toulouse,48.0
C02638,2021-07-28,Professionnel,Strasbourg,53.0
C02639,2021-10-23,Particulier,Bordeaux,0.0
C02640,2021-01-26,Particulier,Strasbourg,15.0
C02641,2021-04-20,Particulier,Bordeaux,27.0
C02642,2020-09-16,Particulier,NANTES,48.0
C02643,2020-12-05,Particulier,Paris,30.0
C02644,2021-03-10,Particulier,Paris,38.0
C02645,2019-05-08,Professionnel,Toulouse,27.0
C02646,2022-12-24,Particulier,  Nantes ,17.0
C02647,2019-05-10,Professionnel,Nantes,48.0
C02648,2020-07-12,Particulier,Nantes,44.0
C02649,2019-03-03,Professionnel,  Lille ,26.0
C02650,2023-06-22,Association,Lille,42.0
C02651,2024-05-11,Particulier,Toulouse,57.0
C02652,2022-02-21,Association,Bordeaux,37.0
C02653,2019-10-20,Particulier,lyon,29.0
C02654,2021-04-17,Association,Marseille,27.0
C02655,2023-02-05,Professionnel,Lille,34.0
C02656,2020-04-24,Association,Lyon,56.0
C02657,2020-05-18,Professionnel,paris,19.0
C02658,2022-09-01,Particulier,Lyon,30.0
C02659,2024-03-26,Professionnel,Bordeaux,32.0
C02660,2021-11-16,Professionnel,Lille,15.0
C02661,2023-02-22,Particulier,lille,16.0
C02662,2022-07-15,Professionnel,Strasbourg,69.0
C02663,2022-05-07,Association,Marseille,27.0
C02664,2021-03-14,Particulier,Toulouse,64.0
C02665,2019-05-12,Particulier,NANTES,28.0
C02666,2020-02-11,Particulier,Lille,40.0
C02667,2020-04-30,Particulier,Bordeaux,
C02668,2021-09-19,Professionnel,Marseille,57.0
C02669,2024-02-14,Professionnel,Lyon,35.0
C02670,2023-02-17,Particulier,bordeaux,37.0
C02671,2019-12-24,Association,Bordeaux,30.0
C02672,2022-11-22,Particulier,Lille,42.0
C02673,2020-05-24,Particulier,Marseille,47.0
C02674,2020-05-16,Professionnel,Marseille,38.0
C02675,2019-05-14,Particulier,toulouse,48.0
C02676,2022-03-19,Particulier,Toulouse,34.0
C02677,2019-08-09,Particulier,strasbourg,57.0
C02678,2020-04-16,Association,Lyon,49.0
C02679,2022-04-01,Particulier,Lyon,24.0
C02680,2019-02-08,Professionnel,Lyon,31.0
C02681,2022-12-11,Professionnel,Paris,59.0
C02682,2022-12-09,Association,Strasbourg,14.0
C02683,2019-09-01,Professionnel,Strasbourg,40.0
C02684,2022-07-10,Particulier,Strasbourg,46.0
C02685,2022-04-20,Particulier,Bordeaux,38.0
C02686,2022-03-26,Professionnel,lille,24.0
C02687,2022-05-06,Particulier,Paris,17.0
C02688,2022-10-13,Professionnel,Lille,27.0
C02689,2024-02-05,Professionnel,Nantes,32.0
C02690,2020-01-08,Particulier,NANTES,26.0
C02691,2020-04-21,Particulier,  Nantes ,54.0
C02692,2019-12-18,Professionnel,Lille,28.0
C02693,2020-09-24,Particulier,strasbourg,32.0
C02694,2022-06-09,Association,Toulouse,35.0
C02695,2024-02-04,Professionnel,Paris,30.0
C02696,2023-06-20,Particulier,Bordeaux,43.0
C02697,2021-09-22,Association,Marseille,49.0
C02698,2020-12-10,Particulier,toulouse,22.0
C02699,2020-02-27,Particulier,Toulouse,62.0
C02700,2021-06-03,Particulier,Marseille,43.0
C02701,2020-08-07,Professionnel,Bordeaux,43.0
C02702,2019-10-23,Association,BORDEAUX,41.0
C02703,2019-02-28,Particulier,strasbourg,44.0
C02704,2020-12-27,Particulier,Nantes,32.0
C02705,2022-06-01,Professionnel,nantes,31.0
C02706,2022-06-04,Professionnel,Lille,61.0
C02707,2022-09-08,Professionnel,NANTES,
C02708,2019-08-29,Particulier,Nantes,24.0
C02709,2023-01-29,Particulier,Nantes,0.0
C02710,2022-09-26,Particulier,LYON,14.0
C02711,2020-03-20,Particulier,paris,-1.0
C02712,2023-06-08,Particulier,Strasbourg,38.0
C02713,2023-11-19,Professionnel,toulouse,52.0
C02714,2019-07-14,Particulier,Lille,66.0
C02715,2020-02-24,Particulier,strasbourg,52.0
C02716,2022-12-25,Professionnel,Nantes,52.0
C02717,2020-04-09,Professionnel,Bordeaux,31.0
C02718,2024-03-02,Particulier,Bordeaux,
C02719,2020-02-06,Particulier,Bordeaux,29.0
C02720,2022-06-20,Particulier,STRASBOURG,31.0
C02721,2019-10-08,Particulier,LYON,29.0
C02722,2022-12-19,Particulier,Strasbourg,23.0
C02723,2023-11-12,Professionnel,Lyon,20.0
C02724,2020-03-25,Particulier,Strasbourg,46.0
C02725,2024-05-17,Professionnel,Marseille,67.0
C02726,2020-10-05,Particulier,NANTES,50.0
C02727,2023-05-03,Particulier,Nantes,36.0
C02728,2023-11-25,Association,Strasbourg,67.0
C02729,2021-10-14,Particulier,Paris,25.0
C02730,2021-07-04,Particulier,Paris,35.0
C02731,2021-10-06,Professionnel,Toulouse,28.0
C02732,2021-05-01,Particulier,Paris,35.0
C02733,2022-06-26,Particulier,Paris,39.0
C02734,2023-07-28,Professionnel,Lille,57.0
C02735,2024-03-18,Association,Paris,29.0
C02736,2020-07-11,Particulier,Bordeaux,46.0
C02737,2019-05-27,Particulier,STRASBOURG,57.0
C02738,2022-11-02,Particulier,Lyon,48.0
C02739,2020-06-24,Particulier,Lille,46.0
C02740,2019-10-09,Association,Bordeaux,22.0
C02741,2021-09-19,Particulier,paris,22.0
C02742,2020-01-07,Particulier,PARIS,27.0
C02743,2020-11-28,Particulier,Nantes,32.0
C02744,2019-11-03,Particulier,PARIS,74.0
C02745,2020-03-09,Association,  Lyon ,33.0
C02746,2019-09-12,Particulier,Marseille,47.0
C02747,2021-05-13,Professionnel,Toulouse,45.0
C02748,2023-09-15,Particulier,PARIS,17.0
C02749,2020-04-24,Particulier,TOULOUSE,50.0
C02750,2019-01-16,Particulier,Paris,27.0
C02751,2019-04-07,Particulier,Nantes,25.0
C02752,2020-04-25,Particulier,Paris,37.0
C02753,2022-11-06,Particulier,Marseille,55.0
C02754,2019-12-19,Particulier,Lille,37.0
C02755,2021-05-23,Particulier,Paris,
C02756,2021-10-17,Particulier,Marseille,33.0
C02757,2023-01-31,Professionnel,Lille,49.0
C02758,2023-11-24,Particulier,strasbourg,34.0
C02759,2024-01-05,Association,Toulouse,44.0
C02760,2022-04-22,Professionnel,Strasbourg,38.0
C02761,2023-09-16,Particulier,  Lille ,39.0
C02762,2019-03-17,Particulier,  Lille ,31.0
C02763,2019-04-28,Professionnel,  Nantes ,32.0
C02764,2022-10-18,Particulier,Lille,19.0
